,name,address,description
877,Баржа,"Добролюбова, 2, Новосибирск","Ресторан с названием 'Баржа' по адресу Добролюбова, 2, Новосибирск со средним чеком необходимо уточнить. 'Баржа' специализируется на Неизвестно. График работы: по предварительной договоренности. Сайт: https://www.afisha.ru/novosibirsk/restaurant/barzha-486560/"
878,Бар-закусочная,"Гурьевская, 55, Новосибирск","Ресторан с названием 'Бар-закусочная' по адресу Гурьевская, 55, Новосибирск со средним чеком До 700 рублей. 'Бар-закусочная' специализируется на Грузинская кухня, Русская кухня. График работы: пн-чт, вс 11.00–1.00, пт-сб 11.00–4.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bar-zakusochnaia-480893/"
879,Барок,"Одоевского, 1/8, корп. 1, Новосибирск","Ресторан с названием 'Барок' по адресу Одоевского, 1/8, корп. 1, Новосибирск со средним чеком 700–1700 рублей. 'Барок' специализируется на Американская кухня, Бургеры, Итальянская кухня, Мексиканская кухня, Пицца. График работы: пн-вс 9.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/barok-408873/"
880,Барок,"Дуси Ковальчук, 18, корп. 1, Новосибирск","Ресторан с названием 'Барок' по адресу Дуси Ковальчук, 18, корп. 1, Новосибирск со средним чеком 700–1700 рублей. 'Барок' специализируется на Американская кухня, Бургеры, Итальянская кухня, Мексиканская кухня, Пицца, Стейки. График работы: пн-вс 11.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/barok-408874/"
881,Барок,"Кошурникова, 7/2, Новосибирск","Ресторан с названием 'Барок' по адресу Кошурникова, 7/2, Новосибирск со средним чеком 700–1700 рублей. 'Барок' специализируется на Американская кухня, Бургеры, Итальянская кухня, Мексиканская кухня, Пицца. График работы: пн-вс 9.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/barok-421904/"
882,Барракуда,"Богдана Хмельницкого, 65/1, гостиница «Барракуда», Новосибирск","Ресторан с названием 'Барракуда' по адресу Богдана Хмельницкого, 65/1, гостиница «Барракуда», Новосибирск со средним чеком 700–1700 рублей. 'Барракуда' специализируется на Вегетарианское меню, Европейская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/barrakuda-20145/"
883,Барракуда,"Менделеева, 5, Новосибирск","Ресторан с названием 'Барракуда' по адресу Менделеева, 5, Новосибирск со средним чеком 700–1700 рублей. 'Барракуда' специализируется на Вегетарианское меню, Европейская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/barrakuda-374740/"
884,Басар,"Вокзальная, 2/2, Новосибирск","Ресторан с названием 'Басар' по адресу Вокзальная, 2/2, Новосибирск со средним чеком До 700 рублей. 'Басар' специализируется на Бургеры, Грузинская кухня, Европейская кухня, Сэндвичи, Турецкая кухня, Шаурма, Шашлыки. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/basar-485624/"
885,Бато Хинкали,"Семьи Шамшиных, 64, Новосибирск","Ресторан с названием 'Бато Хинкали' по адресу Семьи Шамшиных, 64, Новосибирск со средним чеком 700–1700 рублей. 'Бато Хинкали' специализируется на Грузинская кухня, Европейская кухня, Хачапури, Хинкали, Чебуреки, Шашлыки. График работы: пн-пт 9.00–0.00, сб-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/batono-khinkali-494823/"
886,Баттерфляй,"Фрунзе, 7, Новосибирск","Ресторан с названием 'Баттерфляй' по адресу Фрунзе, 7, Новосибирск со средним чеком необходимо уточнить. 'Баттерфляй' специализируется на Неизвестно. График работы: необходимо уточнить. Сайт: https://www.afisha.ru/novosibirsk/restaurant/batterfliai-408532/"
887,Батуми,"Мочищенское ш., 19, Новосибирск","Ресторан с названием 'Батуми' по адресу Мочищенское ш., 19, Новосибирск со средним чеком 700–1700 рублей. 'Батуми' специализируется на Грузинская кухня, Русская кухня, Хачапури, Хинкали. График работы: пн-вс 11.30–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/batumi-74455/"
888,Фабрика бургеров,"Гоголя, 33/1, Новосибирск","Ресторан с названием 'Фабрика бургеров' по адресу Гоголя, 33/1, Новосибирск со средним чеком До 700 рублей. 'Фабрика бургеров' специализируется на Американская кухня, Бургеры. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/fabrika-burgerov-315168/"
889,Фаворит,"Мичурина, 12, ТК «Центральный рынок», Новосибирск","Ресторан с названием 'Фаворит' по адресу Мичурина, 12, ТК «Центральный рынок», Новосибирск со средним чеком До 700 рублей. 'Фаворит' специализируется на Европейская кухня, Русская кухня, Узбекская кухня. График работы: пн-вс 8.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/favorit-349455/"
890,Фергана,"​Богдана Хмельницкого, 86/1, Новосибирск","Ресторан с названием 'Фергана' по адресу ​Богдана Хмельницкого, 86/1, Новосибирск со средним чеком До 700 рублей. 'Фергана' специализируется на Европейская кухня, Русская кухня, Узбекская кухня. График работы: пн-вс 9.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/fergana-490327/"
891,Фигаро,"Красный просп., 72в, Новосибирск","Ресторан с названием 'Фигаро' по адресу Красный просп., 72в, Новосибирск со средним чеком До 700 рублей. 'Фигаро' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 11.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/figaro-74758/"
892,Фламинго,"просп. Карла Маркса, 30/1, БЦ «Горский», Новосибирск","Ресторан с названием 'Фламинго' по адресу просп. Карла Маркса, 30/1, БЦ «Горский», Новосибирск со средним чеком 700–1700 рублей. 'Фламинго' специализируется на Европейская кухня. График работы: пн-чт 8.30–20.00, пт 8.30–23.00, сб-вс 12.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/flamingo-495634/"
893,Флора,"Новосибирская, 2, корп. 2","Ресторан с названием 'Флора' по адресу Новосибирская, 2, корп. 2 со средним чеком До 700 рублей. 'Флора' специализируется на Русская кухня, Узбекская кухня. График работы: пн-чт 8.00–1.00, пт-вс 8.00–4.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/flora-314104/"
894,Форне,"Вокзальная магистраль, 16, Новосибирск","Кондитерская с названием 'Форне' по адресу Вокзальная магистраль, 16, Новосибирск со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-пт 8.30–21.00, сб-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-350629/"
895,Форне,"Кубовая, 103/2, Новосибирск","Кондитерская с названием 'Форне' по адресу Кубовая, 103/2, Новосибирск со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-вс 9.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-351123/"
896,Форне,"Учительская, 20, Новосибирск","Кондитерская с названием 'Форне' по адресу Учительская, 20, Новосибирск со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-351124/"
897,Форне,"Кирова, 46/2, Новосибирск","Кондитерская с названием 'Форне' по адресу Кирова, 46/2, Новосибирск со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-вс 8.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-351126/"
898,Форне,"Новосибирская, 19а","Кондитерская с названием 'Форне' по адресу Новосибирская, 19а со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-375285/"
899,Форне,"Богдана Хмельницкого, 39, Новосибирск","Кондитерская с названием 'Форне' по адресу Богдана Хмельницкого, 39, Новосибирск со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-410386/"
900,Форне,"Забалуева, 49/1, ТЦ «Заря», Новосибирск","Кондитерская с названием 'Форне' по адресу Забалуева, 49/1, ТЦ «Заря», Новосибирск со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-вс 9.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-410387/"
901,Форне,"Татьяны Снежиной, 40, Новосибирск","Кондитерская с названием 'Форне' по адресу Татьяны Снежиной, 40, Новосибирск со средним чеком необходимо уточнить. 'Форне' специализируется на Торты на заказ. График работы: пн-вс 9.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/forne-488902/"
902,Фортуна,"пос. Тулинский, Тимирязева, 7б, Новосибирская область","Ресторан с названием 'Фортуна' по адресу пос. Тулинский, Тимирязева, 7б, Новосибирская область со средним чеком До 700 рублей. 'Фортуна' специализируется на Вегетарианское меню, Русская кухня. График работы: пн-пт 10.00–16.00, сб-вс 10.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/fortuna-74602/"
903,Хамовники,"аэропорт Обь-4, Новосибирск","Ресторан с названием 'Хамовники' по адресу аэропорт Обь-4, Новосибирск со средним чеком 700–1700 рублей. 'Хамовники' специализируется на Европейская кухня, Немецкая кухня, Русская кухня. График работы: круглосуточно. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khamovniki-314098/"
904,Хамовники,"Военная, 5, ТРЦ «Аура», 1 этаж, Новосибирск","Ресторан с названием 'Хамовники' по адресу Военная, 5, ТРЦ «Аура», 1 этаж, Новосибирск со средним чеком 700–1700 рублей. 'Хамовники' специализируется на Европейская кухня, Паровые коктейли, Русская кухня, Стейки. График работы: пн-вс 10.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khamovniki-375186/"
905,Хан Буз,"Жемчужная, 32а, Новосибирск","Ресторан с названием 'Хан Буз' по адресу Жемчужная, 32а, Новосибирск со средним чеком До 700 рублей. 'Хан Буз' специализируется на Бурятская кухня, Монгольская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khan-buz-74224/"
906,Хан Буз,"просп. Димитрова, 7, Новосибирск","Ресторан с названием 'Хан Буз' по адресу просп. Димитрова, 7, Новосибирск со средним чеком До 700 рублей. 'Хан Буз' специализируется на Бурятская кухня, Монгольская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khan-buz-74225/"
907,Хан Буз,"Мусы Джалиля, 21, Новосибирск","Ресторан с названием 'Хан Буз' по адресу Мусы Джалиля, 21, Новосибирск со средним чеком До 700 рублей. 'Хан Буз' специализируется на Бурятская кухня, Монгольская кухня. График работы: пн-пт 9.00–19.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khan-buz-74226/"
908,Хан Буз,"просп. Карла Маркса, 53а, Новосибирск","Ресторан с названием 'Хан Буз' по адресу просп. Карла Маркса, 53а, Новосибирск со средним чеком До 700 рублей. 'Хан Буз' специализируется на Бурятская кухня, Монгольская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khan-buz-197455/"
909,Хан Буз,"Большевистская, 12, Новосибирск","Ресторан с названием 'Хан Буз' по адресу Большевистская, 12, Новосибирск со средним чеком До 700 рублей. 'Хан Буз' специализируется на Бурятская кухня, Монгольская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khan-buz-346440/"
910,Хан Буз,"Старое ш., 67а, Новосибирск","Ресторан с названием 'Хан Буз' по адресу Старое ш., 67а, Новосибирск со средним чеком До 700 рублей. 'Хан Буз' специализируется на Бурятская кухня, Монгольская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khan-buz-410388/"
911,Хан Буз,"Гурьевская, 68/1, Новосибирск","Ресторан с названием 'Хан Буз' по адресу Гурьевская, 68/1, Новосибирск со средним чеком До 700 рублей. 'Хан Буз' специализируется на Бурятская кухня, Монгольская кухня. График работы: пн-вс 9.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/khan-buz-482764/"
912,Анаит,"Мусы Джалиля, 14, Новосибирск","Ресторан с названием 'Анаит' по адресу Мусы Джалиля, 14, Новосибирск со средним чеком 700–1700 рублей. 'Анаит' специализируется на Армянская кухня, Хачапури, Шашлыки. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/anait-74126/"
913,Анора,"просп. Дзержинского, 4/1, Новосибирск","Ресторан с названием 'Анора' по адресу просп. Дзержинского, 4/1, Новосибирск со средним чеком До 700 рублей. 'Анора' специализируется на Узбекская кухня. График работы: пн-вс 8.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/anora-480891/"
914,Апельсин,"Мичурина, 12а, Новосибирск","Ресторан с названием 'Апельсин' по адресу Мичурина, 12а, Новосибирск со средним чеком До 700 рублей. 'Апельсин' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 9.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/apelsin-480888/"
915,Аппетито,"Челюскинцев, 36/1, Новосибирск","Ресторан с названием 'Аппетито' по адресу Челюскинцев, 36/1, Новосибирск со средним чеком До 700 рублей. 'Аппетито' специализируется на Русская кухня. График работы: пн-пт 9.00–17.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/appetito-346534/"
916,Апшерон,"просп. Дзержинского, 6, корп. 1, Новосибирск","Ресторан с названием 'Апшерон' по адресу просп. Дзержинского, 6, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Апшерон' специализируется на Азербайджанская кухня, Европейская кухня, Узбекская кухня. График работы: пн-чт, вс 10.00–0.00, пт-сб 10.00–1.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/apsheron-74105/"
917,Арабика,"Ипподромская, 56, Новосибирск","Ресторан с названием 'Арабика' по адресу Ипподромская, 56, Новосибирск со средним чеком необходимо уточнить. 'Арабика' специализируется на Неизвестно. График работы: по предварительной договоренности. Сайт: https://www.afisha.ru/novosibirsk/restaurant/arabika-74294/"
918,Арагви,"Сибиряков-Гвардейцев, 26, Новосибирск","Ресторан с названием 'Арагви' по адресу Сибиряков-Гвардейцев, 26, Новосибирск со средним чеком До 700 рублей. 'Арагви' специализируется на Грузинская кухня, Европейская кухня, Хачапури, Шашлыки. График работы: пн-вс 11.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/aragvi-351104/"
919,Арас,"Дуси Ковальчук, 77а, 1 этаж, Новосибирск","Ресторан с названием 'Арас' по адресу Дуси Ковальчук, 77а, 1 этаж, Новосибирск со средним чеком До 700 рублей. 'Арас' специализируется на Русская кухня. График работы: пн-вс 9.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/aras-348922/"
920,Арбат Lounge,"Крылова, 26, ТЦ «Москва», Новосибирск","Ресторан с названием 'Арбат Lounge' по адресу Крылова, 26, ТЦ «Москва», Новосибирск со средним чеком 700–1700 рублей. 'Арбат Lounge' специализируется на Европейская кухня, Итальянская кухня, Паровые коктейли, Паста, Пицца, Русская кухня. График работы: пн-вс 20.00–6.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/arbat-lounge-407587/"
921,Арзу,"Толстого, 117, Новосибирск","Ресторан с названием 'Арзу' по адресу Толстого, 117, Новосибирск со средним чеком До 700 рублей. 'Арзу' специализируется на Грузинская кухня, Русская кухня, Узбекская кухня, Уйгурская кухня, Хинкали, Шаурма, Шашлыки. График работы: пн-вс 9.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/arzu-485597/"
922,Арт-лига,"Вокзальная магистраль, 1/1, БЦ «Лига-капитал», 1 этаж, Новосибирск","Ресторан с названием 'Арт-лига' по адресу Вокзальная магистраль, 1/1, БЦ «Лига-капитал», 1 этаж, Новосибирск со средним чеком необходимо уточнить. 'Арт-лига' специализируется на Неизвестно. График работы: по предварительной договоренности. Сайт: https://www.afisha.ru/novosibirsk/restaurant/art-liga-454916/"
923,Арт П.А.Б.,"Терешковой, 12а, 2 этаж, Новосибирск","Ресторан с названием 'Арт П.А.Б.' по адресу Терешковой, 12а, 2 этаж, Академгородок, Новосибирск со средним чеком 700–1700 рублей. 'Арт П.А.Б.' специализируется на Бургеры, Вегетарианское меню, Европейская кухня, Паста. График работы: пн-чт 12.00–0.00, пт 12.00–3.00, сб 16.00–3.00, вс 16.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/art-pab-139607/"
924,Астория,"Богдана Хмельницкого, 11, Новосибирск","Ресторан с названием 'Астория' по адресу Богдана Хмельницкого, 11, Новосибирск со средним чеком До 700 рублей. 'Астория' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/astoriia-374035/"
925,АСТС-Столовая №6,"просп. Академика Лаврентьева, 11/5, Новосибирск","Ресторан с названием 'АСТС-Столовая №6' по адресу просп. Академика Лаврентьева, 11/5, Академгородок, Новосибирск со средним чеком До 700 рублей. 'АСТС-Столовая №6' специализируется на Русская кухня. График работы: пн-пт 10.00–18.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/asts-stolovaia-no-6-346529/"
926,Атерра-сьют,"Писарева, 1а, Новосибирск","Ресторан с названием 'Атерра-сьют' по адресу Писарева, 1а, Новосибирск со средним чеком До 700 рублей. 'Атерра-сьют' специализируется на Вегетарианское меню, Европейская кухня. График работы: пн-пт 7.30–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/aterra-siut-348920/"
927,Атмосфера,"Кирова, 113, офис 346, 3 этаж, Новосибирск","Ресторан с названием 'Атмосфера' по адресу Кирова, 113, офис 346, 3 этаж, Новосибирск со средним чеком необходимо уточнить. 'Атмосфера' специализируется на Неизвестно. График работы: необходимо уточнить. Сайт: https://www.afisha.ru/novosibirsk/restaurant/atmosfera-74684/"
928,АТП-3,"Тюменская, 2, Новосибирск","Ресторан с названием 'АТП-3' по адресу Тюменская, 2, Новосибирск со средним чеком До 700 рублей. 'АТП-3' специализируется на Русская кухня. График работы: пн-пт 8.00–16.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/atp-3-315190/"
929,Афродита,"Коченевский р-н, пос. Коченево, Банковская, 12, Новосибирская область","Ресторан с названием 'Афродита' по адресу Коченевский р-н, пос. Коченево, Банковская, 12, Новосибирская область со средним чеком До 700 рублей. 'Афродита' специализируется на Русская кухня. График работы: пн-вс 12.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/afrodita-408540/"
930,Ахтамар,"Николая Островского, 118, корп. 1, Новосибирск","Ресторан с названием 'Ахтамар' по адресу Николая Островского, 118, корп. 1, Новосибирск со средним чеком До 700 рублей. 'Ахтамар' специализируется на Армянская кухня, Шашлыки. График работы: пн-вс 10.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/akhtamar-74631/"
931,Аян,"Фрунзе, 232, Новосибирск","Ресторан с названием 'Аян' по адресу Фрунзе, 232, Новосибирск со средним чеком До 700 рублей. 'Аян' специализируется на Бурятская кухня, Пельмени, Русская кухня. График работы: пн-пт 10.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/aian-442738/"
932,Аян,"​Фрунзе, 232, Новосибирск","Ресторан с названием 'Аян' по адресу ​Фрунзе, 232, Новосибирск со средним чеком До 700 рублей. 'Аян' специализируется на Бурятская кухня. График работы: пн-пт 10.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/aian-492516/"
933,Байкал,"Северный объезд, 1/2, придорожный комплекс «Байкал 54», Новосибирск","Ресторан с названием 'Байкал' по адресу Северный объезд, 1/2, придорожный комплекс «Байкал 54», Новосибирск со средним чеком До 700 рублей. 'Байкал' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 7.00–1.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/baikal-74391/"
934,Бакинский двор,"Троллейная, 1/1, Новосибирск","Ресторан с названием 'Бакинский двор' по адресу Троллейная, 1/1, Новосибирск со средним чеком 700–1700 рублей. 'Бакинский двор' специализируется на Азербайджанская кухня, Европейская кухня, Шашлыки. График работы: пн-вс 10.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/bakinskii-dvor-74095/"
935,Балджын,"​Кошурникова, 5, Новосибирск","Ресторан с названием 'Балджын' по адресу ​Кошурникова, 5, Новосибирск со средним чеком необходимо уточнить. 'Балджын' специализируется на Грузинская кухня, Осетинская кухня, Пироги, Хачапури. График работы: пн-вс 10.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/baldzhyn-492513/"
936,Три товарища,"Богдана Хмельницкого, 100, ТЦ «ВТД & Колорлон», Новосибирск","Ресторан с названием 'Три товарища' по адресу Богдана Хмельницкого, 100, ТЦ «ВТД & Колорлон», Новосибирск со средним чеком До 700 рублей. 'Три товарища' специализируется на Русская кухня. График работы: пн-вс 10.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/tri-tovarishcha-74491/"
937,Тюльпан & Марципан,"Дуси Ковальчук, 238, Новосибирск","Кофейня с названием 'Тюльпан & Марципан' по адресу Дуси Ковальчук, 238, Новосибирск со средним чеком необходимо уточнить. 'Тюльпан & Марципан' специализируется на Неизвестно. График работы: пн-пт 9.00–21.00, сб-вс 10.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/tyulpan-martsipan-508286/"
938,Тяп-ляп Production,"Бердский туп., 91а, Новосибирск","Ресторан с названием 'Тяп-ляп Production' по адресу Бердский туп., 91а, Новосибирск со средним чеком До 700 рублей. 'Тяп-ляп Production' специализируется на Американская кухня, Бургеры, Сэндвичи. График работы: пн-пт 9.00–22.00, сб-вс 12.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/tiap-liap-production-483912/"
939,У Андреича,"Большевистская, 131, Новосибирск","Ресторан с названием 'У Андреича' по адресу Большевистская, 131, Новосибирск со средним чеком До 700 рублей. 'У Андреича' специализируется на Русская кухня. График работы: пн-пт 9.00–16.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-andreicha-74794/"
940,У Беллуччи круче,"Ленина, 3, гостиница «Центральная», Новосибирск","Ресторан с названием 'У Беллуччи круче' по адресу Ленина, 3, гостиница «Центральная», Новосибирск со средним чеком До 700 рублей. 'У Беллуччи круче' специализируется на Итальянская кухня, Паста, Пицца. График работы: пн-вс 11.00–23.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-belluchchi-kruche-485593/"
941,У Ванюши,"с. Раздольное, Придорожная, 10, Новосибирск","Ресторан с названием 'У Ванюши' по адресу с. Раздольное, Придорожная, 10, Новосибирск со средним чеком До 700 рублей. 'У Ванюши' специализируется на Русская кухня. График работы: пн-вс 8.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-vaniushi-74793/"
942,Увертюра,"Орджоникидзе, 31, Novosibirsk Marriott Hotel, Новосибирск","Ресторан с названием 'Увертюра' по адресу Орджоникидзе, 31, Novosibirsk Marriott Hotel, Новосибирск со средним чеком 700–1700 рублей. 'Увертюра' специализируется на Европейская кухня. График работы: круглосуточно. Сайт: https://www.afisha.ru/novosibirsk/restaurant/uvertiura-74097/"
943,Уголок Святого Патрика,"Советская, 35, 1 этаж, Новосибирск","Ресторан с названием 'Уголок Святого Патрика' по адресу Советская, 35, 1 этаж, Новосибирск со средним чеком 700–1700 рублей. 'Уголок Святого Патрика' специализируется на Европейская кухня. График работы: пн-вс 12.00–2.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/ugolok-sviatogo-patrika-349469/"
944,У дороги,"Петухова, 79б, Новосибирск","Ресторан с названием 'У дороги' по адресу Петухова, 79б, Новосибирск со средним чеком До 700 рублей. 'У дороги' специализируется на Армянская кухня, Европейская кухня, Русская кухня. График работы: пн-вс 10.00–5.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-dorogi-74679/"
945,Узген,"Мичурина, 23, Новосибирск","Ресторан с названием 'Узген' по адресу Мичурина, 23, Новосибирск со средним чеком До 700 рублей. 'Узген' специализируется на Европейская кухня, Узбекская кухня. График работы: пн-вс 8.00–21.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/uzgen-74287/"
946,У Иван Ивановича,"Тогучин, Бригадная, 30, Новосибирск","Ресторан с названием 'У Иван Ивановича' по адресу Тогучин, Бригадная, 30, Новосибирск со средним чеком До 700 рублей. 'У Иван Ивановича' специализируется на Европейская кухня, Русская кухня. График работы: пт-сб 5.00–3.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-ivan-ivanovicha-408534/"
947,У камина,"пос. Верх-Тула, Советская, 6, Новосибирская область","Ресторан с названием 'У камина' по адресу пос. Верх-Тула, Советская, 6, Новосибирская область со средним чеком До 700 рублей. 'У камина' специализируется на Европейская кухня, Русская кухня. График работы: пн-вс 8.00–17.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-kamina-74328/"
948,У колеса обозрения,"Планетная, 53, корп. 3, Новосибирск","Ресторан с названием 'У колеса обозрения' по адресу Планетная, 53, корп. 3, Новосибирск со средним чеком До 700 рублей. 'У колеса обозрения' специализируется на Азербайджанская кухня, Шашлыки. График работы: пн-вс 10.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-kolesa-obozreniia-351120/"
949,У Кутузова,"Бориса Богаткова, 268/1, Новосибирск","Ресторан с названием 'У Кутузова' по адресу Бориса Богаткова, 268/1, Новосибирск со средним чеком До 700 рублей. 'У Кутузова' специализируется на Русская кухня. График работы: пн-вс 12.00–0.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-kutuzova-74790/"
950,Улыбка,"Толмачевское ш., 27, Новосибирск","Ресторан с названием 'Улыбка' по адресу Толмачевское ш., 27, Новосибирск со средним чеком До 700 рублей. 'Улыбка' специализируется на Русская кухня. График работы: пн-пт 9.00–18.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/ulybka-74645/"
951,У Оксаны,"Мошковский р-н, дер. Вороново, Школьная, 6б, Новосибирск","Ресторан с названием 'У Оксаны' по адресу Мошковский р-н, дер. Вороново, Школьная, 6б, Новосибирск со средним чеком До 700 рублей. 'У Оксаны' специализируется на Русская кухня. График работы: пн-пт 8.00–20.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-oksany-290793/"
952,У Петровича,"Омский тракт, 1, мотель «У Петровича», Новосибирск","Ресторан с названием 'У Петровича' по адресу Омский тракт, 1, мотель «У Петровича», Новосибирск со средним чеком До 700 рублей. 'У Петровича' специализируется на Русская кухня. График работы: круглосуточно. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-petrovicha-74315/"
953,У Петровича,"​Большевистская, 131, корп. 2, Новосибирск","Ресторан с названием 'У Петровича' по адресу ​Большевистская, 131, корп. 2, Новосибирск со средним чеком До 700 рублей. 'У Петровича' специализируется на Американская кухня, Европейская кухня, Русская кухня. График работы: вт-сб 10.00–19.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-petrovicha-492520/"
954,Усадьба,"Александра Невского, 30, гостиница «Усадьба», Новосибирск","Ресторан с названием 'Усадьба' по адресу Александра Невского, 30, гостиница «Усадьба», Новосибирск со средним чеком необходимо уточнить. 'Усадьба' специализируется на Неизвестно. График работы: по предварительной договоренности. Сайт: https://www.afisha.ru/novosibirsk/restaurant/usadba-313469/"
955,У Тимура,"пос. Кольцово, просп. Академика Сандахчиева, 14, Новосибирская область","Ресторан с названием 'У Тимура' по адресу пос. Кольцово, просп. Академика Сандахчиева, 14, Новосибирская область со средним чеком До 700 рублей. 'У Тимура' специализируется на Узбекская кухня. График работы: пн-вс 10.00–22.00. Сайт: https://www.afisha.ru/novosibirsk/restaurant/u-timura-74670/"
